review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
"wonderful formula , super comfortable on lips, non drying, non sticky luxurious feel .worth the price wish it was transferproof and long lasting. Swatch on hand and lips differs. perfect daily wear nude 5 star lipstick if made transfer proof",4.0,Kay Beauty,Kay Beauty Matte Drama Long Stay Lipstick,wonderful formula super comfortable on lips non drying non sticky luxurious feel worth the price wish it was transferproof and long lasting swatch on hand and lips differs perfect daily wear nude star lipstick if made transfer proof,"['wonderful', 'formula', 'super', 'comfortable', 'on', 'lips', 'non', 'drying', 'non', 'sticky', 'luxurious', 'feel', 'worth', 'the', 'price', 'wish', 'it', 'was', 'transferproof', 'and', 'long', 'lasting', 'swatch', 'on', 'hand', 'and', 'lips', 'differs', 'perfect', 'daily', 'wear', 'nude', 'star', 'lipstick', 'if', 'made', 'transfer', 'proof']","['wonderful', 'formula', 'super', 'comfortable', 'lips', 'non', 'drying', 'non', 'sticky', 'luxurious', 'feel', 'worth', 'price', 'wish', 'transferproof', 'long', 'lasting', 'swatch', 'hand', 'lips', 'differs', 'perfect', 'daily', 'wear', 'nude', 'star', 'lipstick', 'made', 'transfer', 'proof']","['wonderful', 'formula', 'super', 'comfortable', 'lip', 'non', 'drying', 'non', 'sticky', 'luxurious', 'feel', 'worth', 'price', 'wish', 'transferproof', 'long', 'lasting', 'swatch', 'hand', 'lip', 'differs', 'perfect', 'daily', 'wear', 'nude', 'star', 'lipstick', 'made', 'transfer', 'proof']",wonderful formula super comfortable lip non drying non sticky luxurious feel worth price wish transferproof long lasting swatch hand lip differs perfect daily wear nude star lipstick made transfer proof
The texture is good and the color range is amazing.,5.0,Nykaa Cosmetics,Nykaa Paintstix! Waterproof Matte Lipstick - Flower Power,the texture is good and the color range is amazing,"['the', 'texture', 'is', 'good', 'and', 'the', 'color', 'range', 'is', 'amazing']","['texture', 'good', 'color', 'range', 'amazing']","['texture', 'good', 'color', 'range', 'amazing']",texture good color range amazing
I use it daily ..there is no issues for my skin..,5.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30 - Soft Beige 02,i use it daily there is no issues for my skin,"['i', 'use', 'it', 'daily', 'there', 'is', 'no', 'issues', 'for', 'my', 'skin']","['use', 'daily', 'issues', 'skin']","['use', 'daily', 'issue', 'skin']",use daily issue skin
"Fantastic pouch,each and every women should have buy this",5.0,Nykaa Cosmetics,Nykaa Metal Addict Makeup Bag - Blushing Gold,fantastic pouch each and every women should have buy this,"['fantastic', 'pouch', 'each', 'and', 'every', 'women', 'should', 'have', 'buy', 'this']","['fantastic', 'pouch', 'every', 'women', 'buy']","['fantastic', 'pouch', 'every', 'woman', 'buy']",fantastic pouch every woman buy
Perfect nude orangish shade . This is my favorite shade from nykaa . I have bought already 20 of these from this collection . Finished so many already making this my favorite . Good colour for daily wear and pair it with smokey eyes . I haven't tried any except this .,5.0,Nykaa Cosmetics,Nykaa Paintstix! Waterproof Matte Lipstick - Polka Dots,perfect nude orangish shade this is my favorite shade from nykaa i have bought already of these from this collection finished so many already making this my favorite good colour for daily wear and pair it with smokey eyes i haven t tried any except this,"['perfect', 'nude', 'orangish', 'shade', 'this', 'is', 'my', 'favorite', 'shade', 'from', 'nykaa', 'i', 'have', 'bought', 'already', 'of', 'these', 'from', 'this', 'collection', 'finished', 'so', 'many', 'already', 'making', 'this', 'my', 'favorite', 'good', 'colour', 'for', 'daily', 'wear', 'and', 'pair', 'it', 'with', 'smokey', 'eyes', 'i', 'haven', 't', 'tried', 'any', 'except', 'this']","['perfect', 'nude', 'orangish', 'shade', 'favorite', 'shade', 'nykaa', 'bought', 'already', 'collection', 'finished', 'many', 'already', 'making', 'favorite', 'good', 'colour', 'daily', 'wear', 'pair', 'smokey', 'eyes', 'tried', 'except']","['perfect', 'nude', 'orangish', 'shade', 'favorite', 'shade', 'nykaa', 'bought', 'already', 'collection', 'finished', 'many', 'already', 'making', 'favorite', 'good', 'colour', 'daily', 'wear', 'pair', 'smokey', 'eye', 'tried', 'except']",perfect nude orangish shade favorite shade nykaa bought already collection finished many already making favorite good colour daily wear pair smokey eye tried except
"I really love this foundation , best for dry skin beauties. It keeps skin hydrated and stays up to 9-10 hrs . I've bought shade no.155Y but this shade is little bit lighter than my undertone.i will buy another shade from this foundation. I'm in the shade 50 mocha from sugar foundation & in Estée Lauder 5W 1.5 cinnamon . Thank you for fast delivery within 2 days in rural areas also.❤️",5.0,Kay Beauty,Kay Beauty Hydrating Foundation,i really love this foundation best for dry skin beauties it keeps skin hydrated and stays up to hrs i ve bought shade no y but this shade is little bit lighter than my undertone i will buy another shade from this foundation i m in the shade mocha from sugar foundation in est e lauder w cinnamon thank you for fast delivery within days in rural areas also,"['i', 'really', 'love', 'this', 'foundation', 'best', 'for', 'dry', 'skin', 'beauties', 'it', 'keeps', 'skin', 'hydrated', 'and', 'stays', 'up', 'to', 'hrs', 'i', 've', 'bought', 'shade', 'no', 'y', 'but', 'this', 'shade', 'is', 'little', 'bit', 'lighter', 'than', 'my', 'undertone', 'i', 'will', 'buy', 'another', 'shade', 'from', 'this', 'foundation', 'i', 'm', 'in', 'the', 'shade', 'mocha', 'from', 'sugar', 'foundation', 'in', 'est', 'e', 'lauder', 'w', 'cinnamon', 'thank', 'you', 'for', 'fast', 'delivery', 'within', 'days', 'in', 'rural', 'areas', 'also']","['really', 'love', 'foundation', 'best', 'dry', 'skin', 'beauties', 'keeps', 'skin', 'hydrated', 'stays', 'hrs', 'bought', 'shade', 'shade', 'little', 'bit', 'lighter', 'undertone', 'buy', 'another', 'shade', 'foundation', 'shade', 'mocha', 'sugar', 'foundation', 'est', 'e', 'lauder', 'w', 'cinnamon', 'thank', 'fast', 'delivery', 'within', 'days', 'rural', 'areas', 'also']","['really', 'love', 'foundation', 'best', 'dry', 'skin', 'beauty', 'keep', 'skin', 'hydrated', 'stay', 'hr', 'bought', 'shade', 'shade', 'little', 'bit', 'lighter', 'undertone', 'buy', 'another', 'shade', 'foundation', 'shade', 'mocha', 'sugar', 'foundation', 'est', 'e', 'lauder', 'w', 'cinnamon', 'thank', 'fast', 'delivery', 'within', 'day', 'rural', 'area', 'also']",really love foundation best dry skin beauty keep skin hydrated stay hr bought shade shade little bit lighter undertone buy another shade foundation shade mocha sugar foundation est e lauder w cinnamon thank fast delivery within day rural area also
"I bought this back in 2020 when I had little knowledge about my undertone. The photo shows a color that the product does not produce and in the picture it looked very close to my skin colour so I just bought it... I have light skin with warm, with slight hint of olive, undertone. Currently, I like doing my make-up with just concealer and no foundation. I didn't throw this product away btw my mother uses it instead as it's quite close to her complexion. The formula might feel a little bulky for foundation, since, it could also be used as a concealer.",4.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Toffee Chisel 07,i bought this back in when i had little knowledge about my undertone the photo shows a color that the product does not produce and in the picture it looked very close to my skin colour so i just bought it i have light skin with warm with slight hint of olive undertone currently i like doing my make up with just concealer and no foundation i didn t throw this product away btw my mother uses it instead as it s quite close to her complexion the formula might feel a little bulky for foundation since it could also be used as a concealer,"['i', 'bought', 'this', 'back', 'in', 'when', 'i', 'had', 'little', 'knowledge', 'about', 'my', 'undertone', 'the', 'photo', 'shows', 'a', 'color', 'that', 'the', 'product', 'does', 'not', 'produce', 'and', 'in', 'the', 'picture', 'it', 'looked', 'very', 'close', 'to', 'my', 'skin', 'colour', 'so', 'i', 'just', 'bought', 'it', 'i', 'have', 'light', 'skin', 'with', 'warm', 'with', 'slight', 'hint', 'of', 'olive', 'undertone', 'currently', 'i', 'like', 'doing', 'my', 'make', 'up', 'with', 'just', 'concealer', 'and', 'no', 'foundation', 'i', 'didn', 't', 'throw', 'this', 'product', 'away', 'btw', 'my', 'mother', 'uses', 'it', 'instead', 'as', 'it', 's', 'quite', 'close', 'to', 'her', 'complexion', 'the', 'formula', 'might', 'feel', 'a', 'little', 'bulky', 'for', 'foundation', 'since', 'it', 'could', 'also', 'be', 'used', 'as', 'a', 'concealer']","['bought', 'back', 'little', 'knowledge', 'undertone', 'photo', 'shows', 'color', 'product', 'produce', 'picture', 'looked', 'close', 'skin', 'colour', 'bought', 'light', 'skin', 'warm', 'slight', 'hint', 'olive', 'undertone', 'currently', 'like', 'make', 'concealer', 'foundation', 'throw', 'product', 'away', 'btw', 'mother', 'uses', 'instead', 'quite', 'close', 'complexion', 'formula', 'might', 'feel', 'little', 'bulky', 'foundation', 'since', 'could', 'also', 'used', 'concealer']","['bought', 'back', 'little', 'knowledge', 'undertone', 'photo', 'show', 'color', 'product', 'produce', 'picture', 'looked', 'close', 'skin', 'colour', 'bought', 'light', 'skin', 'warm', 'slight', 'hint', 'olive', 'undertone', 'currently', 'like', 'make', 'concealer', 'foundation', 'throw', 'product', 'away', 'btw', 'mother', 'us', 'instead', 'quite', 'close', 'complexion', 'formula', 'might', 'feel', 'little', 'bulky', 'foundation', 'since', 'could', 'also', 'used', 'concealer']",bought back little knowledge undertone photo show color product produce picture looked close skin colour bought light skin warm slight hint olive undertone currently like make concealer foundation throw product away btw mother us instead quite close complexion formula might feel little bulky foundation since could also used concealer
"Gives a look same as Lakme Eyeconic but it's not waterproof. So, it will definitely flow away. Product quantity is too less.",4.0,Lakme,Lakme Kajal - Black,gives a look same as lakme eyeconic but it s not waterproof so it will definitely flow away product quantity is too less,"['gives', 'a', 'look', 'same', 'as', 'lakme', 'eyeconic', 'but', 'it', 's', 'not', 'waterproof', 'so', 'it', 'will', 'definitely', 'flow', 'away', 'product', 'quantity', 'is', 'too', 'less']","['gives', 'look', 'lakme', 'eyeconic', 'waterproof', 'definitely', 'flow', 'away', 'product', 'quantity', 'less']","['give', 'look', 'lakme', 'eyeconic', 'waterproof', 'definitely', 'flow', 'away', 'product', 'quantity', 'less']",give look lakme eyeconic waterproof definitely flow away product quantity less
Real good packing with sturdy cap. Nice puff and doesn’t come out as lump. The powder comes out fine and evenly spread out all over the puff. Real good match for dark make up. Just the perfect fine skitter & shimmer. Very subtle and suits all the day & night make up. Doesn’t get smudged. Compact & easy to carry.,5.0,Lakme,Lakme Face Sheer Blusher,real good packing with sturdy cap nice puff and doesn t come out as lump the powder comes out fine and evenly spread out all over the puff real good match for dark make up just the perfect fine skitter shimmer very subtle and suits all the day night make up doesn t get smudged compact easy to carry,"['real', 'good', 'packing', 'with', 'sturdy', 'cap', 'nice', 'puff', 'and', 'doesn', 't', 'come', 'out', 'as', 'lump', 'the', 'powder', 'comes', 'out', 'fine', 'and', 'evenly', 'spread', 'out', 'all', 'over', 'the', 'puff', 'real', 'good', 'match', 'for', 'dark', 'make', 'up', 'just', 'the', 'perfect', 'fine', 'skitter', 'shimmer', 'very', 'subtle', 'and', 'suits', 'all', 'the', 'day', 'night', 'make', 'up', 'doesn', 't', 'get', 'smudged', 'compact', 'easy', 'to', 'carry']","['real', 'good', 'packing', 'sturdy', 'cap', 'nice', 'puff', 'come', 'lump', 'powder', 'comes', 'fine', 'evenly', 'spread', 'puff', 'real', 'good', 'match', 'dark', 'make', 'perfect', 'fine', 'skitter', 'shimmer', 'subtle', 'suits', 'day', 'night', 'make', 'get', 'smudged', 'compact', 'easy', 'carry']","['real', 'good', 'packing', 'sturdy', 'cap', 'nice', 'puff', 'come', 'lump', 'powder', 'come', 'fine', 'evenly', 'spread', 'puff', 'real', 'good', 'match', 'dark', 'make', 'perfect', 'fine', 'skitter', 'shimmer', 'subtle', 'suit', 'day', 'night', 'make', 'get', 'smudged', 'compact', 'easy', 'carry']",real good packing sturdy cap nice puff come lump powder come fine evenly spread puff real good match dark make perfect fine skitter shimmer subtle suit day night make get smudged compact easy carry
She loves it. Very easily applicable and it’s texture is also so good. Go for it girls💙💙💙,5.0,Kay Beauty,Kay Beauty Metallic Eyeshadow Stick Pencil,she loves it very easily applicable and it s texture is also so good go for it girls,"['she', 'loves', 'it', 'very', 'easily', 'applicable', 'and', 'it', 's', 'texture', 'is', 'also', 'so', 'good', 'go', 'for', 'it', 'girls']","['loves', 'easily', 'applicable', 'texture', 'also', 'good', 'go', 'girls']","['love', 'easily', 'applicable', 'texture', 'also', 'good', 'go', 'girl']",love easily applicable texture also good go girl
Doesn't even removes nail polish Waste of money,1.0,Nykaa Cosmetics,Nykaa Dual Tone Nail Enamel Remover,doesn t even removes nail polish waste of money,"['doesn', 't', 'even', 'removes', 'nail', 'polish', 'waste', 'of', 'money']","['even', 'removes', 'nail', 'polish', 'waste', 'money']","['even', 'remove', 'nail', 'polish', 'waste', 'money']",even remove nail polish waste money
"Contrary to mentioned by the shampoo, it had made my hair frizzy and wiry on the first wash. If it works better on the 2nd try, I'll edit this.",1.0,Herbal Essences,"Herbal Essences Cocoa Butter Shampoo For Hair Strengthening - No Parabens, No Colourants",contrary to mentioned by the shampoo it had made my hair frizzy and wiry on the first wash if it works better on the nd try i ll edit this,"['contrary', 'to', 'mentioned', 'by', 'the', 'shampoo', 'it', 'had', 'made', 'my', 'hair', 'frizzy', 'and', 'wiry', 'on', 'the', 'first', 'wash', 'if', 'it', 'works', 'better', 'on', 'the', 'nd', 'try', 'i', 'll', 'edit', 'this']","['contrary', 'mentioned', 'shampoo', 'made', 'hair', 'frizzy', 'wiry', 'first', 'wash', 'works', 'better', 'nd', 'try', 'edit']","['contrary', 'mentioned', 'shampoo', 'made', 'hair', 'frizzy', 'wiry', 'first', 'wash', 'work', 'better', 'nd', 'try', 'edit']",contrary mentioned shampoo made hair frizzy wiry first wash work better nd try edit
Quantity is too less compared to price and the product becomes dry with time in the container though you close the lid tightly.,1.0,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,quantity is too less compared to price and the product becomes dry with time in the container though you close the lid tightly,"['quantity', 'is', 'too', 'less', 'compared', 'to', 'price', 'and', 'the', 'product', 'becomes', 'dry', 'with', 'time', 'in', 'the', 'container', 'though', 'you', 'close', 'the', 'lid', 'tightly']","['quantity', 'less', 'compared', 'price', 'product', 'becomes', 'dry', 'time', 'container', 'though', 'close', 'lid', 'tightly']","['quantity', 'less', 'compared', 'price', 'product', 'becomes', 'dry', 'time', 'container', 'though', 'close', 'lid', 'tightly']",quantity less compared price product becomes dry time container though close lid tightly
Lovely shade loved it,5.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,lovely shade loved it,"['lovely', 'shade', 'loved', 'it']","['lovely', 'shade', 'loved']","['lovely', 'shade', 'loved']",lovely shade loved
Perfect for deeper skin tones.. worth a try,5.0,Kay Beauty,Kay Beauty Matte Action Lip Liner,perfect for deeper skin tones worth a try,"['perfect', 'for', 'deeper', 'skin', 'tones', 'worth', 'a', 'try']","['perfect', 'deeper', 'skin', 'tones', 'worth', 'try']","['perfect', 'deeper', 'skin', 'tone', 'worth', 'try']",perfect deeper skin tone worth try
